REF NO, NAME, ADDRESS, CITY, PROVINCE, POSTALCODE
3849,"HAILMAR INVESTMENTS LIMITED","193 OSBORNE HARBOUR ROAD","OSBORNE HARBOUR","NS","B0T1L0"
1930,"PARADISE OYSTERS","#15 - 2663 KILPATRICK AVENUE","COURTENAY","BC","V9N7C8"
3851,"NEW GENERATION SEAFOOD LTD.","3786 HIGHWAY 3","TUSKET","NS","B5A5K2"
3850,"D.B. KENNEY FISHERIES (2014) LIMITED","300 WATER STREET","WESTPORT","NS","B0V1H0"
1472346,"BAY SHORE LOBSTER LTD.","81 BACK BAY LOOP","BACK BAY","NB","E5C2V1"
1484972,"WORLD LINK FOOD DISTRIBUTORS INC.","10-12B, 209 AEROTECH DRIVE","GOFFS","NS","B2T1K3"
1486311,"PUBNICO BAY LOBSTER COMPANY","575 HWY 3","LOWER EAST PUBNICO","NS","B0W2A0"
6023,"VARIETY FOODS LIMITED","16-18 HARBOUR DRIVE","HARBOUR MAIN","NL","A0P2P0"
6027,"BLUE ATLANTIC FISHERIES INC.","106  WHARF ROAD","CAPE WOLFE","PE","-"
6025,"M.V. MAUDE ADAMS","170 MONTAGUE STREET","LUNENBURG","NS","B0J2C0"
6032,"NATIVE HARVEST (ATLANTIC) SEAFOOD","3754 ROUTE 127","BAYSIDE","NB","E5B2V5"
6046,"3301861 NOVA SCOTIA  LIMITED","15 TOWER ROAD","MILL BROOK","NS","B0L1G5"
6086,"MAÎTRE SALADIER INC.","1755 BOULEVARD LIONEL-BERTRAND","BOISBRIAND","QC","J7H1N8"
1526725,"PATUREL INTERNATIONAL COMPANY DBA L.CRAWFORD LOBSTERS","1325 DIPPER HARBOUR ROAD","DIPPER HARBOUR","NB","E5J2T1"
6053,"NORTHERN OSPREY III","385 PURVES ST.","NORTH SYDNEY","NS","B2A3M3"
5779,"OCEAN NUTRASCIENCES INC.","72, RUE DU PORT","MATANE","QC","G4W3M6"
1981,"ADANAC SEAFOOD INC.","1623 PANDORA STREET","VANCOUVER","BC","V5L0B1"
6019,"CLEAR OCEAN SEAFOOD LTD.","2145-21331 GORDON WAY","RICHMOND","BC","V6W1J9"
1988,"NORTHERN DIVINE AQUAFARMS LTD.","7333 SECHELT INLET ROAD","SECHELT","BC","V0N3A4"
0673,"SUMMER FRESH SALADS INCORPORATED","181 SHARER ROAD","WOODBRIDGE","ON","L4L8Z3"
LL34021,"CAPTAIN'S CHOICE LOBSTER LIMITED","101 DENNIS POINT ROAD","PUBNICO, LOWER WEST","NS","B0W2C0"
LL32141,"PADOR SEAFOODS LIMITED","57 PROSPECT POINT ROAD","WOODS HARBOUR","NS","B0W3B0"
LL34010,"SEAKIST LOBSTER LIMITED","598 HIGHWAY 304","OVERTON","NS","B5A5G6"
LL34006,"STANLEY LOBSTER COMPANY LIMITED","1066 HIGHWAY 304","YARMOUTH BAR","NS","B5A5G7"
LL30113,"COTTER'S OCEAN PRODUCTS INC.","91 SOUTH STREET","LOCKEPORT","NS","-"
LL32136,"BEAR POINT LOBSTER COMPANY","693 BEAR POINT ROAD","BEAR POINT","NS","B0W3B0"
3616,"ARISAIG FISHERIES (2012) INC.","133 ARISAIG POINT ROAD","ANTIGONISH COUNTY","NS","B2G2L1"
5754,"9132-1810 QUEBEC INC / RAYMER AQUACULTURE","123 CHEMIN ST-EDGAR","NEW RICHMOND","QC","G0C2B0"
1961,"OPEN SEA SEAFOOD (CANADA) LTD.","#2030-2633 SIMPSON ROAD","RICHMOND","BC","V6X0B9"
LL16008,"NORTH 49 HOLDINGS LTD.","66 MAIN SHORE ROAD","METEGHAN","NS","B0W2J0"
1991,"PACIFIC POINT FOODS LTD.","19077 - 33 AVENUE","SURREY","BC","V3Z1A1"
1451862,"CHARLESVILLE HOLDINGS LTD.","140 WATER STREET","DIGBY","NS","B0V1A0"
1463681,"CAMERON SEAFOODS COMPANY","1157 WEST HALLS HARBOUR ROAD","CENTREVILLE","NS","B0P1J0"
1960,"CONTE FOOD IMPORTERS LTD.","#108 - 8289 NORTH FRASER WAY","BURNABY","BC","V3N0B9"
0616,"JAMIESON LABORATORIES LTD.","4025 RHODES DRIVE","WINDSOR","ON","N8W5B5"
1990,"OCEAN GATE FISHERY LTD.","#120 - 12160 HORSESHOE WAY","RICHMOND","BC","V7A4V5"
6036,"CANADA OPTIMAL NATURE INC.","332 NANTUCKET BLVD.","TORONTO","ON","M1P2P4"
1502402,"9902848 CANADA INC.","3275 HIGHWAY 1","BELLIVEAU COVE","NS","B0W1J0"
6047,"EMILIEN D","127 CÔTE BELLEVUE","GASPÉ","QC","G4X1J3"
6039,"SEA2SKY SEAFOOD LTD","2931 OLAFSEN AVE UNIT 104","RICHMOND","BC","V6X2R4"
6069,"ANNE RISLEY","428 MAIN STREET","MULGRAVE","NS","B0E2G0"
6093,"FRESH ATLANTIC SEAFOOD LTD","90 LETETE RD","ST. GEORGE","NB","E5C3H6"
6097,"E-Z FOOD","1405 MORNINGSIDE AVENUE","SCARBOROUGH","ON","M1B3J1"
6087,"FRESHWATER CUISINE","18 SUNNYSIDE ROAD","KENORA","ON","P0X1C0"
5798,"LES CRUSTACÉS DE GASPÉ LTÉE","29 RUE DU PARC","GRANDE-RIVIÈRE","QC","G0C1V0"
