"HS6-SH6","DESCRIPTION_ENG","DESCRIPTION_FRA"
"840610","Steam And Other Vapour Turbines For Marine Propulsion","Turbines à vapeur - pour la propulsion de bateaux"
"840681","Steam And Other Vapour Turbines (Other Than For Marine Propulsion) - Output 40Mw Or More","Turbines à vapeur - autres nda (>40mw)"
"840682","Steam And Other Vapour Turbines (Other Than For Marine Propulsion) - Output Less Than 40Mw","Turbines à vapeur - autres nda (<41mw)"
"840690","Parts Of Steam And Vapour Turbines","Parties de turbines à vapeur"
"840710","Aircraft Engines","Moteurs - pour l'aviation"
"840721","Outboard Motors For Marine Propulsion","Moteurs - pour bateaux - type hors-bord"
"840729","Inboard And Inboard-Outboard Motors For Marine Propulsion","Moteurs - pour bateaux - type intérieur-extérieur"
"840731","Reciprocating Piston Engines For Road Or Off-Highway Motor Vehicles - Displacing 50 Cc Or Less","Moteurs à piston alternatif - pour véhicules automobiles  - cylindrée <51cm3"
"840732","Reciprocating Piston Engines For Road Or Off-Highway Motor Vehicles - Displacing 50-250 Cc","Moteurs à piston alternatif - pour véhicules automobiles - cylindrée 51-250cm3"
"840733","Reciprocating Piston Engines For Road Or Off-Highway Motor Vehicles - Displacing 250-1,000 Cc","Moteurs à piston alternatif - pour véhicules automobiles - cylindrée 251-1000cm3"
"840734","Reciprocating Piston Engines For Road Or Off-Highway Motor Vehicles - Displacing Over 1,000 Cc","Moteurs à piston alternatif - pour véhicules automobiles - cylindrée >1000cm3"
"840790","Other Engines (Spark-Ignition Reciprocating Or Rotary Internal Combustion Types) Nes","Moteurs à piston alternatif - autres nda"
"840810","Diesel Engines For Marine Propulsion Engines","Moteurs diesel - pour bateaux"
"840820","Diesel Engines For Road Or Off-Highway Motor Vehicles","Moteurs diesel - pour véhicules automobiles"
"840890","Diesel Engines For Other Uses Nes","Moteurs diesel - autres nda"
"840910","Parts For Aircraft Engines","Parties de moteurs à piston alternatif - pour l'aviation"
"840991","Parts Solely For Spark-Ignition Internal Combustion Type Engines Nes","Parties de moteurs à piston alternatif - autres nda"
"840999","Parts For Diesel And Semi-Diesel Engines","Parties de moteurs diesel ou semi-diesel"
"841011","Hydraulic Turbines And Water Wheels - Power Not Exceeding 1,000 Kw","Turbines/roues hydrauliques - puissance <1000kw"
"841012","Hydraulic Turbines And Water Wheels - Power 1,000-10,000 Kw","Turbines/roues hydrauliques - puissance 1001-10000kw"
"841013","Hydraulic Turbines And Water Wheels - Power Exceeding 10,000 Kw","Turbines/roues hydrauliques - puissance >10000kw"
"841090","Parts Of Hydraulic Turbines And Water Wheels Including Speed Regulators","Parties de turbines et roues hydrauliques (y compris les régulateurs)"
"841111","Turbo-Jets - Thrust  Not Exceeding 25 Kn","Turboréacteurs - poussée <26kn"
"841112","Turbo-Jets - Thrust Exceeding 25 Kn","Turboréacteurs - poussée >25kn"
"841121","Turbo-Propellers - Power Not Exceeding 1,100 Kw","Turbopropulseurs - puissance <1101kw"
"841122","Turbo-Propellers - Power Exceeding 1,100 Kw","Turbopropulseurs - puissance >1100kw"
"841181","Gas Turbines Nes - Power Not Exceeding 5.000 Kw","Turbines à gaz nda - puissance <5001kw"
"841182","Gas Turbines Nes - Power Exceeding 5,000 Kw","Turbines à gaz nda - puissance >5000kw"
"841191","Parts Of Turbo-Jets Or Turbo-Propellers","Parties de turboréacteurs ou de turbopropulseurs"
"841199","Parts Of Gas Turbines Nes","Parties de turbines à gaz nda"
"841210","Reaction Engines Other Than Turbo-Jets","Propulseurs à réaction (a/q turboréacteurs)"
"841221","Hydraulic Power Engines And Motors - Linear Acting (Cylinders)","Moteurs hydrauliques - à mouvement rectiligne (cylindres)"
"841229","Hydraulic Power Engines And Motors - Other Than Linear Acting (Cylinders)","Moteurs hydrauliques - autres nda"
"841231","Pneumatic Power Engines And Motors - Linear Acting (Cylinders)","Moteurs pneumatiques - à mouvement rectiligne (cylindres)"
"841239","Pneumatic Power Engines And Motors - Other Than Linear Acting (Cylinders)","Moteurs pneumatiques - autres nda"
"841280","Engines And Motors Nes","Moteurs et machines motrices nda"
"841290","Parts Of Hydraulic, Pneumatic And Other Power Engines And Motors Nes","Parties de moteurs et machines motrices"
"841311","Pumps (With Measuring Device) For Dispensing Fuel Or Lubricants (Incl For Filling Stations, Garages)","Pompes avec dispositif mesureur - distribution de carburants/lubrifiants pour stations-service"
"841319","Pumps (With Measuring Device) Other Than For Dispensing Fuel Or Lubricants","Pompes avec dispositif mesureur - autres nda"
"841320","Hand Pumps (Other Than Gas Pumps Or Infusion Pumps For Medication)","Pompes à bras (a/q pour caburants/lubrifiants ou à dispositif mesureur)"
"841330","Fuel, Lubricating Or Cooling Medium Pumps For Internal Combustion Piston Engines","Pompes à carburant/huile/liquide refroidissement pour moteurs à allumage par étincelles/ compression"
"841340","Concrete Pumps","Pompes à béton"
"841350","Reciprocating Positive Displacement Pumps Nes","Pompes volumétriques alternatives, nda"
"841360","Rotary Positive Displacement Pumps Nes","Pompes volumétriques rotatives, nda"
"841370","Centrifugal Pumps Nes","Pompes centrifuges, nda"
"841381","Ejector Pumps And Other Pumps Nes","Pompes, nda"
"841382","Liquid Elevators","Élévateurs à liquides"
"841391","Parts Of Pumps (Whether Or Not Fitted With A Measuring Device) For Liquids","Parties de pompes pour liquides"
"841392","Parts Of Liquid Elevators","Parties d'élévateurs à liquides"
"841410","Vacuum Pumps","Pompes à vide"
"841420","Hand Or Foot-Operated Air Pumps","Pompes à air, à main ou à pied"
"841430","Compressors Of A Kind Used In Refrigerating Equipment","Compresseurs pour les équipements frigorifiques"
"841440","Air Compressors Mounted On A Wheeled Chassis For Towing","Compresseurs d'air montés sur châssis à roues et remorquables"
"841451","Room, Table, Floor, Wall, Window, Ceiling Or Roof Fans - Motor With Output 125W Or Less","Ventilateurs de table, sol, muraux, plafonniers, toitures ou fenêtres, moteur élect puissance <=125w"
"841459","Room, Table, Floor, Wall, Window, Ceiling Or Roof Fans - Motor With Output Exceeding 125W","Ventilateurs, nda"
"841460","Ventilating Or Air/Gas Recycling Hoods - Having Maximum Horizontal Side Of 120 Cm Or Less","Hottes dont le plus grand côté horizontal n'excède pas 120cm"
"841480","Ventilating Or Air/Gas Recycling Hoods - Having Maximum Horizontal Side Of More Than 120 Cm","Compresseurs d'air ou gaz et hottes, nda"
"841490","Parts Of Vacuum Pumps, Compressors, Fans, Blowers And Ventilating Or Recycling Hoods","Parties de pompes à vide ou à air, compresseurs, ventilateurs et hottes"
"841510","Air Conditioning Machines (Air Conditioners)  - Window Or Wall Types, Self-Contained","Machines/appareils pour conditionnement de l'air - mural/pour fenêtres formant un seul corps"
"841520","Air Conditioning Machines (Air Conditioners)  - Of A Kind Used For Persons In Motor Vehicles","Machines/appareils pour conditionnement de l'air - utilisés dans les véhicules automobiles"
"841581","Air Conditioning Machines (Air Conditioners) - With Valve For Reversal Of Cooling/Heat Cycle","Machines/appareils pour conditionnement de l'air - dispo de réfrigération/pompe à chaleur reversible"
"841582","Air Conditioning Machines (Air Conditioners) - Incorporating A Refrigerating Unit","Machines/appareils pour le conditionement de l'air - avec dispositif de réfrigération, nda"
"841583","Air Conditioning Machines (Air Conditioners) - Not Incorporating A Refrigerating Unit","Machines/appareils pour le conditionnement de l'air - sans dispositif de réfrigération, nda"
"841590","Parts Of Air Conditioning Machines (Air Conditioners)","Parties de machines et d'appareils pour le conditionnement de l'air"
"841610","Furnace Burners - For Liquid Fuel","Brûleurs à combustibles liquides"
"841620","Furnace Burners - Other Than For Liquid Fuel, Including Combination Burners","Brûleurs à combustibles et brûleurs mixtes"
"841630","Mechanical Stokers (Including Their Mechanical Grates Or Ash Dischargers And Similar Appliances)","Foyers automatiques, avant-foyers, grilles mécaniques, dispositifs évacuation cendres et similaires"
"841690","Parts Of Furnace Burners And Mechanical Stokers","Parties pour brûleurs, foyers automatiques, avant-foyers, grilles mécaniques et leurs dispositifs"
"841710","Non-Electric Furnaces And Ovens - For Roasting, Melting Or Heat Treatment Of Ores, Pyrites Or Metals","Fours non-électriques - pour grillage/fusion/traitements thermique des minerais/métaux"
"841720","Non-Electric Furnaces And Ovens - Bakery Ovens, Including Biscuit Ovens","Fours non électriques - pour boulangerie/pâtisserie/biscuiterie"
"841780","Non-Electric Furnaces And Ovens - Other Industrial Or Laboratory Nes (Incl Incinerators)","Fours non électriques - autres usages industriels/de laboratoires (y compris les incinérateurs)"
"841790","Parts Of Non-Electric Industrial Or Laboratory Furnaces And Ovens (Inc Incinerators)","Parties de fours non-électriques"
"841810","Combined Refrigerator-Freezers, Fitted With Separate External Doors","Combinaisons de réfrigérateurs/congélateurs munis de portes extérieures séparées"
"841821","Household Refrigerators - Compression-Type","Réfrigérateurs - à compression - type ménager"
"841829","Refrigerators, Household Type, Nes","Réfrigérateurs de type ménager, nda"
"841830","Freezers - Chest Type - Capacity Not Exceeding 800 Litres","Meubles congélateurs-conservateurs - type coffre, capacité <800 litres"
"841840","Freezers - Upright - Capacity Not Exceeding 900 Litres","Meubles congélateurs-conservateurs - type armoire, capacité <900 litres"
"841850","Other Refrigerating Or Freezing Chests, Cabinets, Display Counters, Showcases And The Like","Coffres, armoires, vitrines, comptoirs et meubles similaires pour la production du froid"
"841861","Other Refrigerating Or Freezing Equipment - Compression Type With Heat Exchanging Condensers","Groupes à compression, condenseur constitué par un échangeur de chaleur"
"841869","Other Refrigerating Or Freezing Equipment - Heat Pumps And Absorption Liquid Chilling Units","Autres matériel, machines et appareils pour production du froid et pompes à chaleur, nda"
"841891","Furniture Designed To Receive Refrigerating Or Freezing Equipment","Meubles conçus pour recevoir un équipement pour la production du froid"
"841899","Parts Of Refrigerating Or Freezing Equipment Nes","Parties de machines et appareils pour la production du froid, nda"
"841911","Instantaneous Gas Water Heaters (Non-Electric)","Chauffe-eau à gaz, à chauffage instantané"
"841919","Instantaneous Or Storage Water Heaters Nes (Non- Electric)","Chauffe-eau non électriques, à chauffage instantané ou à accumulation (a/q à gaz)"
"841920","Medical, Surgical Or Laboratory Sterilizers","Stérilisateurs médico-chirurgicaux ou de laboratoires"
"841931","Non-Domestic Dryers - For Agricultural Products (Excl Tobacco And Processed Food Products)","Séchoirs - pour produits agricoles"
"841932","Non-Domestic Dryers - For Wood, Paper Pulp, Paper Or Paperboard","Séchoirs - pour le bois, les pâtes à papier, papiers ou cartons"
"841939","Non-Domestic Dryers - For Processed Foods, Tobacco And Other Nes","Séchoirs - pour autres usages industriels nda"
"841940","Distilling Or Rectifying Plant","Appareils de distillation ou rectification"
"841950","Non-Domestic Heat Exchange Units","Échangeurs de chaleur non électriques, autres que domestiques"
"841960","Machinery For Liquefying Air Or Other Gases","Appareils/dispositifs industriels - pour la liquéfaction de l'air/autres gaz"
"841981","Non-Domestic Machinery For Making Hot Drinks Or For Cooking Or Heating Food","Appareils/dispositifs industriels - pour préparation boissons chaudes/cuisson des aliments"
"841989","Other Non-Domestic Machinery, Plant Or Laboratory Equipment For Heat Treatment Of Materials Nes","Appareils/dispositifs industriels - autres nda impliquant traitement par changement de température"
"841990","Parts Of Machinery, Plant Or Laboratory Equipment For Heat Treatment Of Materials","Parties d'appareils/dispositifs industriels pour traitement par changement de température"
"842010","Calendering Or Rolling Machines - Excluding Those For Metals Or Glass","Calandres et laminoirs (a/q pour métaux/verre)"
"842091","Cylinders For Calendering Or Other Rolling Machines, Excluding Those For Metals Or Glass","Cylindres pour calandres et laminoirs (a/q pour métaux/verre)"
"842099","Parts Of Calendering Or Rolling Machines Nes, Excluding Those For Metals Or Glass","Parties de calandres et laminoirs nda (a/q pour métaux/verre)"
"842111","Cream Separators (Centrifugal)","Écrémeuses centrifuges"
"842112","Clothes-Dryers (Centrifugal)","Essoreuses centrifuges à linge"
"842119","Laboratory And Other Centrifuges Nes","Centrifugeuses nda"
"842121","Filtering Or Purifying Machinery And Apparatus - For Water","Appareils pour filtration/épuration des eaux"
"842122","Filtering Or Purifying Machinery And Apparatus - For Beverages Other Than Water","Appareils pour filtration/épuration des boissons (a/q l'eau)"
"842123","Oil Or Petrol-Filters - For Internal Combustion Engines","Appareils pour filtration des huiles minérales pour moteurs"
"842129","Filtering Or Purifying Machinery And Apparatus - For Other Liquids Nes","Appareils pour  filtration/épuration des liquides nda"
"842131","Intake Air Filters - For Internal Combustion Engines","Filtres d'entrée d'air pour moteurs"
"842139","Filtering Or Purifying Machinery And Apparatus - For Gases Nes","Appareils pour filtration/épuration des gaz (a/q filtres à air)"
"842191","Parts Of Centrifuges, Including Centrifugal Dryers","Parties de centrifugeuses (y compris d'essoreuses centrifuges)"
"842199","Parts For Filtering Or Purifying Machinery And Apparatus For Liquids Or Gases,","Parties d'appareils pour filtration/épuration des liquides/gaz"
"842211","Dishwashing Machines - Household Type","Machines à laver la vaisselle - type ménager"
"842219","Dishwashing Machines - Other Than Household Type","Machines à laver la vaisselle - a/q type ménager"
"842220","Machinery For Cleaning/Drying Bottles Or Other Containers Nes","Machines/appareils à nettoyer/sécher les bouteilles ou autres récipients"
"842230","Machinery For Filling, Closing, Sealing Or Labeling Bottles, Cans And Other Containers","Machines/appareils à remplir, fermer, capsuler et étiqueter contenants et gazéifier les boissons"
"842240","Packing Or Wrapping Machinery Nes (Incl Hear Shrink Wrapping Type)","Machines/appareils à empaqueter ou emballer marchandises (incl. sous film thermorétractable), nd"
"842290","Parts Of Dishwashers Or Machinery For Cleaning Or Otherwise Packaging Containers","Parties de lave-vaisselle, machines ou appareils pour l'entretien ou conditionnement des contenants"
"842310","Personal Weighing Machines (Including Baby Scales); Household Scales","Pèse-personnes (incl. pèse-bébés) et balances de ménage"
"842320","Scales For Continuous Weighing Of Goods On Conveyors","Bascules à pesage continu sur transporteurs"
"842330","Constant Weight Scales, Hopper Scales And The Like","Bascules à pesées constantes, balances et bascules ensacheuses ou doseuses"
"842381","Other Weighing Machinery Nes - Maximum Weighing Capacity Not Exceeding 30 Kg","Appareils/instruments de pesage (<30kg)"
"842382","Other Weighing Machinery Nes - Maximum Weighing Capacity 30-5,000 Kg","Appareils/instruments de pesage (30-5000kg)"
"842389","Other Weighing Machinery Nes - Maximum Weighing Capacity Exceeding 5,000 Kg","Appareils/instruments de pesage (>5000kg)"
"842390","Weighing Machines Weights Of All Kinds And Other Parts Of Weighing Machinery","Poids pour toutes balances et parties d'appareils/instruments de pesage"
"842410","Fire Extinguishers (Whether Or Not Charged)","Extincteurs, même chargés"
"842420","Spray Guns And Similar Appliances For Spaying Liquids Or Powders","Pistolets aérographes et appareils similaires"
"842430","Steam Or Sand Blasting Machines And Similar Jet Projecting Machines","Machines et appareils à jet de sable, à jet de vapeur et appareils à jet similaires"
"842481","Mechanical Appliances For Projecting, Dispersing Or Spraying Liquids/Powders - For Agri/Horticulture","Appareils mécaniques de dispersion des matières liquides/ poudre - agriculture/horticulture"
"842489","Mechanical Appliances For Projecting, Dispersing Or Spraying Liquids/Powders - For Other Nes","Appareils mécaniques de dispersion des matières liquides/ poudre - autres usages nda"
"842490","Parts Of Mechanical Appliances For Projecting, Dispersing Or Spraying Liquids Or Powders","Parties d'appareils mécaniques de dispersion des matières liquides ou en poudre"
"842511","Pulley Tackle And Hoists (Exc Skip Hoists Or Hoists For Raising Vehicles) - Electrically Powered","Palans à moteur électrique (sauf monte-charge ou élévateurs fixes de voitures)"
"842519","Pulley Tackle And Hoists (Exc Skip Hoists Or Hoists For Raising Vehicles) - Not Electrically Powered","Palans (sauf monte-charge ou élévateurs de voitures), nda"
"842531","Winches Or Capstans, Nes, Powered By  Electric Motor","Treuils ou cabestans, nda, à moteur  électrique"
"842539","Winches Or Captsans, Other Than Powered By Electric Motor, Nes","Treuils ou cabestans, a/qu'à moteur électrique, nda"
"842541","Built-In Jacking Systems - Used In Garages For Raising Vehicles","Élévateurs fixes de voitures pour garages"
"842542","Hydraulic Jacks And Hoists (Excl Built-In Jacking Systems) - Used In Garages For Raising Vehicles","Crics et vérins hydrauliques, a/q élévateurs fixes de voitures"
"842549","Jacks Nes; Hoists Used For Raising Vehicles Nes","Crics et vérins, nda"
"842611","Overhead Travelling Cranes On Fixed Support","Ponts roulants et poutres roulantes, sur supports fixes"
"842612","Mobile Lifting Frames On Tires And Straddle Carriers","Portiques mobiles sur pneumatiques et chariots-cavaliers"
"842619","Transporter, Gantry Or Bridge Cranes","Portiques de déchargement ou de manutention"
"842620","Tower Cranes","Grues à tour"
"842630","Portal Or Pedestal Jib Cranes","Grues sur portiques"
"842641","Other Lifting Machinery - Self-Propelled - On Tires","Machines/appareils de levage - autopropulsés - sur pneumatiques"
"842649","Other Lifting Machinery - Self-Propelled - Not On Tires","Machines/appareils de levage - autopropulsés - a/q sur pneumatiques"
"842691","Other Lifting Machinery - Not Self-Propelled - For Mounting On Road Vehicles","Machines/appareils de levage - conçus pour être monter sur un véhicule routier"
"842699","Other Lifting Machinery - Not Self-Propelled - Not For Mounting On Road Vehicles","Machines/appareils de levage - autres nda"
"842710","Self-Propelled Works Trucks - Powered By An Electric Motor","Chariots de manutention - autopropulsés - à moteur électrique"
"842720","Self-Propelled Works Trucks - Not Powered By An Electric Motor","Chariots de manutention - autopropulsés - a/q à moteur électrique"
"842790","Other Trucks Fitted With Lifting Or Handling Equipment Nes","Chariots-grues et chariots de levage/manutention non-autopropulsés nda"
"842810","Lifts And Skip Hoists (Including Passenger And Freight Elevators)","Ascenseurs et monte-charge"
"842820","Pneumatic Elevators And Conveyors (For Agricultural, Horticultural And Other Uses)","Appareils élévateurs/transporteurs - pneumatiques"
"842831","Continuous-Action Elevators And Conveyors For Goods/Materials - For Underground Use","Appareils élévateurs/transporteurs/convoyeurs - action continue - pour mines/travaux souterrains"
"842832","Continuous-Action Elevators And Conveyors For Goods/Materials - Bucket Types Nes","Appareils élévateurs/transporteurs/convoyeurs - action continue - à benne nda"
"842833","Continuous-Action Elevators And Conveyors For Goods/Materials - Belt Type Nes","Appareils élévateurs/transporteurs/convoyeurs - action continue - à bande/courroie nda"
"842839","Continuous-Action Elevators And Conveyors For Goods/Materials - Other Nes","Appareils élévateurs/transporteurs/convoyeurs - action continue - autres nda"
"842840","Escalators And Moving Walkways","Escaliers mécaniques et trottoirs roulants"
"842860","Teleferics, Chair-Lifts, Ski-Draglines; Traction Mechanisms For Funiculars","Téléphériques, télésièges, remonte-pentes et mécanismes de traction pour funiculaires"
"842890","Lifting, Handling, Loading Or Unloading   Machinery, Nes","Machines & appareils de levage,chargement,déchargement ou de manutention,nda"
"842911","Bulldozers And Angledozers - Track Laying","Bouteurs (bulldozers) et bouteurs biais (angledozers) - à chenilles"
"842919","Bulldozers And Angledozers - Other Than Track Laying","Bouteurs (bulldozers) et bouteurs biais (angledozers) - a/q à chenilles"
"842920","Graders And Levelers- Self-Propelled","Niveleuses/niveleuses-régleuses - autopropulsées"
"842930","Scrapers - Self-Propelled","Décapeuses - autopropulsées"
"842940","Tamping Machines And Road Rollers - Self-Propelled","Compacteuses et rouleaux compresseurs - autopropulsés"
"842951","Mechanical Front End Shovel Loaders","Chargeuses et chargeuses-pelleteuses à chargement frontal"
"842952","Mechanical Shovels And Excavators With A 360 Degrees Revolving Superstructure","Pelles mécaniques et excavateurs, superstructure à rotation de 360°"
"842959","Self-Propelled Mechanical Excavating Machinery Nes","Excavatrices nda - autopropulsées"
"843010","Pile-Drivers And Pile-Extractors","Sonnettes de battage et machines pour l'arrachage des pieux"
"843020","Snow-Ploughs And Snow-Blowers - Not Self-Propelled","Chasse-neige"
"843031","Coal Or Rock Cutters And Tunneling Machinery - Self-Propelled","Haveuses et abatteuses pour charbons et minerais - autopropulsées"
"843039","Coal Or Rock Cutters And Tunneling Machinery - Not Self-Propelled","Haveuses et abatteuses pour charbons et minerais - non autopropulsées"
"843041","Boring Or Sinking Machinery Nes - Self-Propelled","Machines de sondage/forage nda - autopropulsées"
"843049","Boring Or Sinking Machinery Nes - Not Self-Propelled  (Incl Offshore Platforms For Oil And Gas)","Machines de sondage/forage nda - non autopropulsées"
"843050","Construction Equipment Nes - Self-Propelled","Machines et appareils de construction  nda - autopropulsés"
"843061","Tamping Or Compacting Machinery - Not Self- Propelled","Machines et appareils à tasser ou à compacter - non autopropulsés"
"843069","Construction Equipment Nes - Not Self-Propelled","Machines et appareils de construction nda - non autopropulsés"
"843110","Parts Of Jacks, Hoists And Other Machinery For Raising Articles/Materials","Parties des palans, treuils, cabestans, crics et verins"
"843120","Parts For Fork-Lift Trucks Or Trucks Fitted With Lifting/Handling Equipment","Parties de chariots-gerbers et autres chariots de manutention avec dispositif de levage"
"843131","Parts Of Lifts, Skip Hoist Or Escalators","Parties d'ascenseurs, monte-charge ou escaliers mécaniques"
"843139","Parts Of Lifting, Handling, Loading Or  Unloading Machinery, Nes","Parties de mach & app de levage,chargement,déchargement ou de manutention,nda"
"843141","Buckets, Shovels, Grabs And Grips Of Farm, Mining And Excavating Machinery","Godets, bennes, pelles, grappins et pinces pour machines excavatrices"
"843142","Bulldozer And Angledozer Blades","Lames de bouteurs (bulldozers) ou de bouteurs biais (angledozers)"
"843143","Parts Of Boring Or Sinking Machinery (Whether Or Not Self-Propelled)","Parties de machines de sondage/forage - autopropulsées ou non autopropulsées"
"843149","Parts Of Cranes, Work-Trucks, Shovels And Other Construction Machinery","Parties pour grues, chariots de manutention, chargeuses et autres machines de construction"
"843210","Ploughs (For Agriculture, Horticulture Or Forestry)","Charrues agricoles"
"843221","Disc Harrows (For Agriculture, Horticulture Or Forestry)","Herses à disques (pulvériseurs)"
"843229","Scarifiers, Cultivators, Weeders And Hoes (For Agriculture, Horticulture Or Forestry)","Scarificateurs, cultivateurs, extirpateurs et sarcleuses"
"843230","Seeders, Planters And Transplanters","Semoirs, plantoirs et repiqueurs"
"843240","Manure Spreaders And Fertilizer Distributors","Épandeurs de fumier et distributeurs d'engrais"
"843280","Rollers, Stone-Removers And Other Soil Preparation Or Cultivation Machinery","Rouleaux, épierreurs et autres machines pour la préparation ou le travail du sol"
"843290","Parts For Rollers And Other Soil  Preparation Or Cultivation Machinery","Parties pour rouleaux et autres machines pour la préparation ou le travail du sol"
"843311","Powered Mowers - For Lawns, Parks Or Sports Grounds -  With Horizontal Cutting Device","Tondeuses à gazon à moteur dont le dispositif de coupe tourne dans un plan horizontal"
"843319","Non-Powered Mowers - For Lawns, Parks Or Sports Grounds -  With Horizontal Cutting Device","Tondeuses à gazon (a/q moteur de coupe horizontal) pour parcs et terrains de jeux"
"843320","Other Mowers Nes (Including Cutter Bars For Tractor Mounting)","Faucheuses, y compris les barres de coupe à monter sur tracteur, nda"
"843330","Swathers, Windrowers And Other Haymaking Machinery","Râteaux-faneurs et autres machines et appareils de fenaison"
"843340","Straw Or Fodder Balers (Including Pick-Up Balers)","Presses à paille ou à fourrage, y compris les presses ramasseuses"
"843351","Combine Harvester-Threshers","Moissonneuses-batteuses"
"843352","Other Threshing Machinery Nes (Other Than Combine Harvester-Threshers)","Machines et appareils pour le battage (a/q moissonneuses-batteuses)"
"843353","Root Or Tuber Harvesting Machines","Machines pour la récolte des racines ou tubercules"
"843359","Forage Harvesters And Other Harvesting Machinery Nes","Machines pour la récolte de produits agricoles, nda"
"843360","Machines For Cleaning, Sorting Or Grading Eggs, Fruit Or Other Produce","Machines pour le nettoyage ou triage des oeufs, fruits ou autres produits agricoles"
"843390","Parts Of Harvesting, Threshing And Other Agricultural And Mowing Machinery","Parties pour moissonneuses, batteuses, faucheuses et autres machines agricoles"
"843410","Milking Machines","Machines à traire (trayeuses)"
"843420","Dairy Machinery","Machines et appareils de laiterie"
"843490","Parts Of Milking Machines And Dairy Machinery","Parties de machines à traire et de machines et appareils de laiterie"
"843510","Presses, Crushers And Other Machines For Making Wine, Cider, Fruit Juices And Similar Beverages","Presses, pressoirs, fouloirs et app fabrication du vin, cidre, jus de fruits ou boissons similaires"
"843590","Parts Of  Presses, Crushers And Machines For Making Wine, Cider, Fruit Juices And Similar Beverages","Parties de presses, pressoirs, fouloirs et app fabrication du vin,cidre, jus et boissons similaires"
"843610","Machinery For Preparing Animal Feeding Stuffs","Machines et appareils pour la préparation des aliments ou provendes pour animaux"
"843621","Poultry Incubators And Brooders","Couveuses et éleveuses artificielles, pour l'aviculture"
"843629","Poultry-Keeping Machinery Nes","Machines et appareils pour l'aviculture, nda"
"843680","Other Agricultural, Horticultural, Forestry And Bee-Keeping Machinery Nes","Mach et app pour agriculture, horticulture, sylviculture, aviculture ou apiculture (germoirs), nda"
"843691","Parts Of Poultry-Keeping Machinery Or Poultry Incubators And Brooders","Parties de machines ou appareils d'aviculture"
"843699","Parts Of Agricultural, Horticultural, Forestry And Bee-Keeping Machinery Nes","Parties mach et app pr agric, horticulture, sylviculture, aviculture ou apiculture (germoirs), nda"
"843710","Machines For Cleaning, Sorting Or Grading Seed, Grain Or Dried Leguminous Vegetables","Machines pour le nettoyage, triage ou criblage des grains/légumes secs"
"843780","Machines For Milling Or Working Of Cereals Or Dried Leguminous Vegetables (Excl Farm-Type)","Machines et appareils pour minoterie ou traitement des céréales/légumes secs (a/q du type fermie"
"843790","Parts Of Seed/Cereal/Vegetable Cleaning, Sorting, Grading, Working Or Milling Machinery","Parties de machines pour le nettoyage/triage/criblage/minoterie/traitement des grains et similaires"
"843810","Bakery Machines And Machinery For Manufacturing Macaroni, Spaghetti Or Similar Products","Machines/appareils industrielles - boulangerie/pâtisserie/biscuiterie/pâtes alimentaires"
"843820","Machinery For The Manufacture Of Confectionery, Cocoa Or Chocolate","Machines/appareils industrielles - confiserie ou fabrication du cacao/chocolat"
"843830","Machinery For Sugar Manufacture","Machines/appareils industrielles - sucrerie"
"843840","Brewery Machinery","Machines/appareils industrielles - brasserie"
"843850","Machinery For The Preparation Of Meat Or Poultry","Machines/appareils industrielles - travail des viandes"
"843860","Machinery For The Preparation Of Fruits, Nuts Or Vegetables","Machines/appareils industrielles - préparation des fruits ou des légumes"
"843880","Other Machinery For The Industrial Preparation Of Food And Beverages (Incl Fish Preparation)","Machines/appareils industrielles - autres préparation d'aliments ou de boissons"
"843890","Parts Of Machinery For The Industrial Preparation Of Food And Beverages","Parties de machines/appareils pour la fabrication d'aliments ou boissons, nda"
"843910","Machinery For Making Pulp Of Fibrous Cellulosic Material","Machines/appareils industrielles - fabrication de la pâte de matières fibreuses cellulosiques"
"843920","Machinery For Making Paper Or Paperboard","Machines/appareils industrielles - fabrication du papier/carton"
"843930","Machinery For Finishing Paper Or Paperboard","Machines/appareils industrielles - finissage du papier/carton"
"843991","Parts Of Machinery For Making Pulp Of Fibrous Cellulosic Material","Machines/appareils industrielles - fabrication de la pâte de matières fibreuses cellulosiques"
"843999","Parts Of Machinery For Making Or Finishing Paper Or Paperboard","Parties de machines/appareils pour fabrication/finissage du papier/carton"
"844010","Bookbinding Machinery (Including Book-Sewing Machines)","Machines/appareils pour le brochage ou la reliure (incl. machines à coudre les feuilles)"
"844090","Parts For Bookbinding And Book-Sewing Machines","Parties de machines/appareils pour le brochage ou la reliure"
"844110","Cutting Machines For Paper Pulp, Paper Or Paperboard Of All Kinds","Machines/appareils industrielles - coupeuses pour pâte à papier/papier/carton"
"844120","Machines For Making Bags, Sacks Or Envelopes Of Paper Or Paperboard","Machines/appareils industrielles - fabrication de sacs, sachets ou enveloppes en papier/carton"
"844130","Machines For Making Boxes Or Similar Containers Of Paper Or Paperboard (Other Than By Moulding)","Machines/appareils industrielles - fabrication de boîtes, caisses, tubes  ou contenants semblabes"
"844140","Machinery For Moulding Articles Of Paper Pulp, Paper Or Paperboard","Machines/appareils industrielles - à mouler les articles en pâte à papier/papier/carton"
"844180","Other Machinery For Making Up Paper Pulp, Paper Or Paperboard Nes","Machines/appareils industrielles -travail de pâte à papier/papier/carton nda"
