"HS10-SH10","DESCRIPTION_ENG","DESCRIPTION_FRA"
"7326199030","Stampings, of iron or steel, forged/stamped but not furthe","Estampages en fer ou acier,seulement forgés ou estampés"
"7326200010","Lacing for belting, of iron or steel wire","Lanières pour courroies,en fils de fer ou d'acier"
"7326200021","Cages for birds, of iron or steel wire","Cages à oiseaux,en fils de fer ou d'acier"
"7326200029","Cages o/t for birds, of iron or steel wire","Cages a/q à oiseaux,en fils de fer ou d'acier"
"7326200030","Fibre steel strapping","Sangles en fibres d'acier"
"7326200090","Articles of iron or steel wire, nes","Ouvrages en fils de fer ou d'acier,nda"
"7326901010","Steel stanchions for confining livestock either in pens or","Carcans en aciers pour cantonner plusieurs animaux de ferme dans un parc"
"7326901020","Identification bands for migratory birds, of iron or steel","Anneaux pour baguer les oiseaux migrateurs,en fer ou acier"
"7326901030","Flanged & screwed casing heads for surface casings,ext dia","Têtes de tubages de surface,à brides ou vissées,fer/acier,dia ext>273mm,nda"
"7326901040","Pitless well heads & parts thereof, of iron or steel","Têtes de puits sans cavité et leurs parties,en fer ou acier"
"7326901050","Couplings for sucker rods,pony rods/polished rods for oilf","Raccords de tiges de pompage pour l'exploitation pétrolière,en fer ou acier"
"7326901060","Vacuum evaporator mask,ss,hvg 90% front etch & 10% back et","Masque d'évaporation sous vide,ac inox,morsure:avant90%,arrière10%,pr photo-cell"
"7326901070","Semi-elliptical head,ext diam 609.6/762mm,specs SA455A,air","Têtes semi-elliptiques,dia 609,6/762mm,spécif SA455A,pour compresseurs d'air,f/a"
"7326901080","Tracks for use in the mfr of skid-steer loaders, iron/stee","Chenilles pour la fab des chargeuses à direction différentielle, en fer ou acier"
"7326901090","Specific type of articles, iron or steel","Articles à types spécifiques, en fer ou acier"
"7326909010","Articles of tinplate, nes","Articles étamés,nda"
"7326909021","Racks as material handling equipment, iron or steel, nes","Crémaillères pour la manutention des matériaux, en fer ou acier,nda"
"7326909022","Pallets as material handling equipment, iron or steel, nes","Palettes, pour la manutention de matériaux, en fer ou acier,nda"
"7326909023","Tote boxes as material handling equipment, iron or steel,","Bacs, pour la manutention des matériaux, en fer ou acier,nda"
"7326909024","Bins & hoppers as material handling equipment, iron or ste","Caisses et trémies, pour la manutention des matériaux, en fer ou acier, nda"
"7326909029","Material handling equipment, iron or steel, nes","Matériel pou la manutention des matériaux, en fer ou acier, nda"
"7326909031","Ladders for safety or fire fighting equipment, of iron or","Échelles de secours ou de lutte contre des incendies, en fer ou acier"
"7326909039","Safety or fire fighting equipment, excluding ladders, of i","Matériel de secours ou de lutte contre l'incendie,a/q échelles,fer ou acier,nda"
"7326909040","Caskets or coffins, of iron or steel","Cercueils et bières,en fer ou acier"
"7326909091","Paint roller frames, iron or steel, nes","Formes pour rouleaux à peindre, en fer ou acier, nda"
"7326909092","Hangers and similar supports for tubes and pipes, of iron","Étriers de suspension et supports similaires de tuyauterie,en fer ou acier"
"7326909093","Containers carried on the person,in pocket or in handbag,","Contenants trans par une personne dans ses poches ou dans son sac à main"
"7326909099","Articles, of iron or steel, nes","Articles en fer ou acier,nda"
"7401000000","Copper mattes; cement copper (precipitated copper)","Mattes de cuivre; cuivre de cément (précipité de cuivre)"
"7402000010","Black copper and blister copper, unrefined","Cuivre noir et cuivre blister,non affinés"
"7402000020","Copper anodes for electrolytic refining","Anodes en cuivre pour affinage électrolytique"
"7403110000","Cathodes and sections of cathodes, refined copper, unwroug","Cathodes et sections de cathodes,en cuivre affiné sous forme brute"
"7403120000","Wire bars, refined copper, unwrought","Barres à fils (wire-bars),en cuivre affiné sous forme brute"
"7403130000","Billets, of refined copper, unwrought","Billettes, en cuivre affiné, sous forme brute"
"7403190013","Ingot-bars and slabs, refined copper, unwrought","Barres et plaques de cuivre affiné sous forme brute"
"7403190014","Ingots, of refined copper, unwrought","Lingots de cuivre affiné, sous forme brute"
"7403190090","Refined copper, unwrought, nes","Cuivre affiné sous forme brute, nda"
"7403210010","Ingots, copper-zinc base alloys (brass), unwrought","Lingots en alliages à base de cuivre-zinc (laiton) sous forme brute"
"7403210090","Copper-zinc base alloys (brass), unwrought, nes","Alliages à base de cuivre-zinc (laiton), sous forme brute, nda"
"7403220010","Ingots, copper-tin base alloys (bronze), unwrought","Lingots d'alliages à base de cuivre-étain (bronze) sous forme brute"
"7403220090","Copper-tin base alloys (bronze), unwrought, nes","Alliages à base de cuivre-étain (bronze) sous forme brute,nda"
"7403290011","Ingots, copper berylium alloys, unwrought","Lingots d'alliages de cuivre au béryllium sous forme brute"
"7403290019","Copper berylium alloys, unwrought, nes","Alliages de cuivre au béryllium sous forme brute, nda"
"7403290030","Copper-nickel base alloys or copper-nickel-zinc base alloy","Alliages de cuivre à base de cuivre-nickel ou cuivre-nickel-zinc, for brute"
"7403290090","Other copper alloys, o/t master alloys of heading 74.05, u","Au alliages de cuivre, a/q les alliages mères du n° 74.05, sous forme brute,nda"
"7404001000","Spent anodes;waste & scrap with copper content < 94% by we","Anodes usées;déchets & débris dont le contenu en cuivre <94% en poids,non alliés"
"7404002010","Waste & scrap,copper-zinc base alloys(brass),w cop ctnt <9","Déchet/débris d'al base de cuivre-zinc(laiton),cuivre <94% pds,cont >0,3% plomb"
"7404002090","Waste & scrap,copper-zinc base alloys (brass),w copper con","Déchets/débris d'alliages base de cuivre-zinc (laiton),cont cuivre <94% pds,nda"
"7404009110","Waste and scrap,copper-tin base alloys (bronze),with coppe","Déchets & débris d'alliages à base de cuivre-étain (bronze),cont cuivre <94% pds"
"7404009190","Waste and scrap, copper alloys, with copper content < 94%","Déchets et débris d'alliages de cuivre,dont le contenu en cuivre <94% en pds,nda"
"7404009910","Waste and scrap, copper-tin base alloys (bronze), nes","Déchets et débris d'alliages à base de cuivre-étain (bronze), nda"
"7404009921","Waste and scrap, copper-zinc base alloys (brass) cont > 0.","Déchets et débris d'alliages à base de cuivre-zinc (laiton) cont >0,3% de plomb"
"7404009929","Waste and scrap, copper-zinc base alloys, (brass) nes","Déchets et débris d'alliages à base de cuivre-zinc (laiton), nda"
"7404009991","Copper waste and scrap, o/t spent anodes, not alloyed","Déchets et débris de cuivre, a/q anodes usées, non alliés"
"7404009999","Waste and scrap, copper alloys, nes","Déchets et débris d'alliages de cuivre, nda"
"7405000000","Master alloys of copper","Alliages mères de cuivre"
"7406100000","Copper powders, of non-lamellar structure","Poudres de cuivre, à structure non lamellaire"
"7406200000","Copper powders, of lamellar structure; copper flakes","Poudres de cuivre, à structure lamellaire; paillettes de cuivre"
"7407101100","Hollow profiles, of refined copper, unworked","Profilés creux en cuivre affiné, non ouvrés"
"7407101200","Bars, rods or hollow profiles, of refined copper, worked","Barres ou profilés creux en cuivre affiné, ouvrés"
"7407102110","Bars and rods,of refined copper,max cross-sect dim >12.7mm","Barres en cuivre affiné,plus grande section transversale >12,7mm,non ouvrées"
"7407102190","Bar&rod,refined cop,max c-section dim >12.7mm,nes;solid pr","Barre,Cu affiné,plus grande dim transv >12,7 mm,nda; profilé so, Cu affiné,nda"
"7407102900","Bars and rods,of refined copper,max cross-sect dim<=12.7mm","Barres en cuivre affiné,plus grande section transversale<=12,7mm,non ouvrées"
"7407211000","Bars and rods, for use in the mfr of welding electrodes/ca","Barres devant servir à la fabri d'électrodes/d'extrémités de soudure, etc"
"7407212100","Hollow profiles, of copper-zinc base alloys (brass), unwor","Profilés creux en alliages à base de cuivre-zinc (laiton), non ouvrés"
"7407212200","Bars, rods or hollow profiles, of copper-zinc base alloys","Barres ou profilés creux en alliages à base de cuivre-zinc (laiton), ouvrés"
"7407219010","Bars and rods,of copper-zinc base alloys (brass),max cross","Barres en alliages cuivre-zinc(laiton),plus grande sect transv<=12,7mm,n ouvrées"
"7407219020","Bars and rods,of copper-zinc base alloys (brass),max cross","Barres en alliages cuivre-zinc(laiton),plus grande sect transv >12,7mm,n ouvrées"
"7407219030","Profiles,solid, of copper-zinc base alloys (brass), unwork","Profilés solides en alliages à base de cuivre-zinc (laiton), non ouvrés"
"7407219040","Bars, rods or solid profiles, of copper-zinc base alloys (","Barres ou profilés solides en alliages à base de cuivre-zinc (laiton), ouvrés"
"7407292100","Bars &rods,Cu-Ni,max c-sect dim>12.7mm;solid/unwk hollow p","Barres,Cu-Ni,dim transv max >12,7mm;profilés solides/creux n ouvr,Cu-Ni/Cu-Ni-Zn"
"7407292900","Bars and rods,Cu-Ni (cupro-nickel)/copper-nickel-zinc (nic","Barres à base cuivre-nickel (cupronickel)/cuivre-nickel-zinc (maillechort),nda"
"7407299020","Bar & rod, of other copper alloys,max cross-sectional dim","Barre, autres alliages cuivre, plus grande dim transv >12,7 mm,non ouvrées,nda"
"7407299040","Bars, rods or solid profiles, of copper alloys,nes, worked","Barres ou profilés solides en alliages de cuivre,nda, ouvrés"
"7407299050","Hollow profiles, of other copper alloys, nes","Profilés creux, d'autres alliages de cuivre, nda"
"7407299090","Bars, rods, solid profiles, of other copper alloys, nes","Barres, profilés solides, d'autres alliages de cuivre, nda"
"7408111100","Wire of refined copper,max cross-sect dim >6 but<=9.5mm,no","Fils de cuivre affiné,plus grande sect transv >6mm<=9,5mm,non revêtus/recouverts"
"7408111200","Wire of refined copper,max cross-sect dim >6 but<=9.5mm, c","Fils de cuivre affiné,plus grande sect transv >6mm<=9,5mm,revêtus/recouverts"
"7408112010","Wire of refined copper,max cross-sect dim >9.5 but<=12.7mm","Fils en cuivre affiné,plus grande sect transv >9,5<=12,7mm,non revêtu/recouverts"
"7408112020","Wire of refined copper,max cross-sect dim >9.5 but<=12.7mm","Fils en cuivre affiné,plus grande sect transv >9,5<=12,7mm,revêtus ou recouverts"
"7408113100","Wire of refined copper,max cross-sect dim >12.7mm,not coat","Fils de cuivre affiné,plus grande sect transv >12,7mm,non revêtus ou recouverts"
"7408113200","Wire of refined copper,max cross-sect dim >12.7mm, coated","Fils de cuivre affiné,plus grande sect transv >12,7mm,revêtus ou recouverts"
"7408190010","Wire of refined copper, max cross-sect dim<=6mm, not coate","Fils en cuivre affiné,plus grande sect transv<=6mm,non revêtus ou recouverts"
"7408190020","Wire of refined copper,max cross-sect dim<=6mm, coated or","Fils en cuivre affiné,plus grande sect transv<=6mm,revêtus ou recouverts"
"7408210000","Wire of copper-zinc base alloys (brass)","Fils en alliages à base de cuivre-zinc (laiton)"
"7408220000","Wire of copper-nickel base alloys or copper-nickel-zinc ba","Fils en alliages à base de cuivre-nickel ou de cuivre-nickel-zinc"
"7408290000","Wire of copper alloys, nes","Fils en alliages de cuivre, nda"
"7409110011","Plate,sheet & strip,refined copper,in coils,unwk,>0.15 b<=","Tôles et bandes,en cuivre affiné,enroulées,n ouvr,épais>0,15<=4,75mm,larg<=508mm"
"7409110012","Plate,sheet and strip,refined copper,in coils,unwk,>0.15 b","Tôles et bandes,en cuivre affiné,enroulées,n ouvr,épais>0,15<=4,75mm,larg>508mm"
"7409110090","Plates, sheets & strip of refined copper, in coils, exceed","Tôles, feuilles et bandes,en cuivre affiné, enroulées, épaisseur >0,15mm,nda"
"7409190040","Plate,sheet & strip,refined copper,nic,unworked,>0.15 but<","Tôle,feuil&bande,en cuivre affiné,n enroulées,n ouvr,épais>0,15<=4,75mm,la>508mm"
"7409190090","Plate, sheet & strip of refined copper, not in coil, excee","Tôles, feuilles et bandes,en cuivre affiné, non enroulées, épaisseur >0,15mm,nda"
"7409210011","Plate,sht&strip,cop/zinc alloy(brass),in coil,unwk,>0.15b<","Tôles,ba,en alli cuivre-zinc(laiton),enro,n ouvr,épais>0,15<=4,75mm,larg<=508mm"
"7409210012","Plate,sht &strip,cop/zinc alloy(brass),in coil,unwk,>0.15b","Tôles,ba,en alli cuivre-zinc(laiton),enro,n ouvr,épais>0,15<=4,75mm,larg>508mm"
"7409210090","Plate, sheet & strip of copper-zinc base alloy(brass), in","Tôle, feuil & ba, alliage base de cuivre-zinc(laiton), enro, épais >0,15mm,nda"
"7409290040","Plate,sht & strip,cop/zinc alloy (brass),nic,unwk,>0.15 b<","Tôle,feuil&ba,alli cuivre-Zn(laiton),n enro,n ouvr,épais>0,15<=4,75mm,larg<=508mm"
"7409290090","Plate, sheet & strip of copper-zinc base alloys(brass), ni","Tôle, feuil & ba,alliage base de cuivre-zinc(laiton), n enro épais >0,15mm,nda"
"7409310040","Plate, sht & strip,cop/tin alloy(bronze),in coils,unwk,>0.","Tôle, en alli cuivre-étain(bronze),enro,n ouvr,épais>0,15<=4,75mm,larg<=508mm"
"7409310090","Plates, sheets & strip, copper/tin alloys (bronze),in coil","Tôles, feuilles&bandes, en alliages cuivre-étain(bronze),enro, épais >0,15mm,nda"
"7409390030","Plate,sheet & strip, copper-tin base alloys (bronze), nic,","Tôles et bandes,en alliages cuivre-étain(bronze),n enroulées,ouvrées"
"7409390090","Plate, sheet & strip of copper-tin base alloys(bronze),nic","Tôle,feuil & ba,alliages à base de cuivre-étain(bronze),n enro épais >0,15mm,nda"
"7409400000","Plate,sheet&strip of copper-nickel or copper-nickel-zinc b","Tôles,feuilles et bandes,alliages à base cuivre-Ni/cuivre-Ni-zinc épais >0,15mm"
"7409900000","Plate, sheet and strip of other copper alloys, nes","Tôles, feuilles et bandes, autres alliages à base de cuivre, nda"
"7410110040","Foil of refined copper,not backed,unworked,>0.025 but<=0.1","Feuil/ba mince en cuivre affiné,sans sup,n ouvr,épais>0,025<=0,15mm,larg<=508mm"
"7410110090","Foil of refined copper, not backed,<=0.15mm thick, nes","Feuilles et bandes minces en cuivre affiné, sans support,épais <=0,15mm,nda"
"7410120040","Foil of copper alloys,not backed,unworked,>0.025 but<=0.15","Feuil/bande mince en alli cuivre,sans sup,n ouvr,épais>0,025<=0,15mm,larg<=508mm"
"7410120090","Foil, copper alloy, not backed, <=0.15mm thick, nes","Feuilles et bandes minces, en alliages de cuivre, sans support,épais<=0,15mm,nda"
"7410210030","Refined copper clad laminates, backed, worked, <=0.15mm th","Stratifiés plaqués en cuivre affiné, sur support, ouvrés, épais<=0,15mm"
"7410210090","Foil of refined copper, backed, <=0.15mm thick, nes","Feuilles et bandes minces en cuivre affiné, sur support, épais<=0,15mm, nda"
"7410220000","Foil of copper alloys, backed, <=0.15mm thick","Feuilles et bandes minces en alliages de cuivre, sur support, épais<=0,15mm"
"7411100010","Pipes and tubes of refined copper, unworked, for plumbing","Tubes et tuyaux en cuivre affiné, non ouvrés, pour plomberie"
"7411100020","Pipes and tubes of refined copper,unworked,for refrigerati","Tubes et tuyaux en cuivre affiné,non ouvrés,pour réfrigération ou climatisation"
"7411100031","Pipes and tubes of refined copper,unworked,industrial/comm","Tubes et tuyaux en cuivre affiné,non ouvrés, industriel ou commercial"
"7411100039","Pipes and tubes of refined copper,unworked,nes","Tubes et tuyaux en cuivre affiné,non ouvrés,nda"
"7411100040","Pipes and tubes of refined copper, worked","Tubes et tuyaux en cuivre affiné,ouvrés"
"7411210000","Pipes and tubes, copper-zinc base alloys (brass)","Tubes et tuyaux, en alliages à base de cuivre-zinc (laiton)"
"7411220000","Pipes and tubes, copper-nickel base alloys or copper-nicke","Tubes et tuyaux, en alliages à base de cuivre-nickel ou cuivre-nickel-zinc"
"7411290011","Pipe & tube, copper alloy nes, unworked, industrial/commer","Tubes/tuyaux en alliages de cuivre nda,non ouvrés,usage industriel ou commercial"
"7411290019","Pipes and tubes of copper alloys, unworked, nes","Tubes et tuyaux en alliages de cuivre, non ouvrés, nda"
"7411290020","Pipes and tubes of copper alloys, worked, nes","Tubes et tuyaux en alliages de cuivre, ouvrés, nda"
"7412100011","Fittings,pipes/tubes,of refined copper,pressure type,wroug","Accessoires de tuyauterie,en cuivre affiné,sous pression,forgés"
"7412100019","Fittings,pipe/tube,of refined copper,pressure type,o/t wro","Accessoires de tuyauterie,en cuivre affiné,sous pression,a/q forgés,nda"
"7412100090","Tube/pipe fittings, e.g. couplings, elbows, sleeves, of re","Acces de tuyauterie,par exemple, raccord, coude, manchon, en cuivre affiné, nda"
"7412200011","Fittings,pipe/tube,of copper alloys,pressure type,forged","Accessoires de tuyauterie,en alliages de cuivre,sous pression,forgés"
"7412200012","Fittings,pipe/tube,of copper alloys,pressure type,cast","Accessoires de tuyauterie,en alliages de cuivre,sous pression,moulés"
"7412200019","Fittings,pipe/tube,of copper alloys,pressure type,o/t forg","Accessoires de tuyauterie,en alliages de cuivre,sous pression,a/q moulés,nda"
"7412200090","Tube/pipe fittings, e.g. coupling, elbow, sleeve, of coppe","Acces de tuyauterie, par exemple, raccord,coude,manchon, en alli de cuivre,nda"
"7413000013","Stranded wire, of copper, without fittings, not electrical","Torons en cuivre,sans accessoires,non isolés pour l'électricité"
"7413000019","Cable,plaited band & the like,of copper,w/o fittings, not","Cables,tresses&articles sim,en cuivre,non isolés pr l'électricité,sans acces,nda"
"7413000023","Stranded wire,plaited bands and the like,of copper,with fi","Torons,tresses et sim,en cuivre,avec accessoires,non isolés pour l'électricité"
"7413000029","Cables, of copper, with fittings, not electrically insulat","Câbles en cuivre, avec accessoires, non isolés pour l'électricité, nda"
"7415100000","Nails,tacks,drawing pins,staples &sim art,of copper or iro","Pointe,clou,punaise,crampon & art sim,en Cu, ou a tige en f/a & à tête de Cu"
"7415210000","Washers, of copper, including spring washers","Rondelles en cuivre,incl rondelles destinées à faire ressort"
"7415290000","O articles of copper,not threaded,sim to those of subheadi","Au article en cuivre,non fileté,similaire aux articles des pos 7415.10 et 21,nda"
"7415330000","Screws, bolts and nuts, of copper, threaded","Vis, boulons et écrous, en cuivre, filetés"
"7415390000","Articles of copper threaded, nes","Articles en cuivre,filetés,nda"
"7418100000","Table/kitchen/o hh art,pts t/o;pot scourer,scouring/polish","Art de ménage/domes et pts; épon,torchons,sim,pour récurage/polis/anal,en cuivre"
"7418200000","Sanitary ware and parts thereof of copper","Articles d'hygiène ou de toilette,leurs parties,en cuivre"
"7419100000","Chain and parts thereof of copper","Chaînes,chaînettes et leurs parties,en cuivre"
"7419911000","Copper anodes, for electroplating, nfwt cast, moulded,stam","Anodes en cuivre,util en galvanoplastie,simplement coulés,moulés,estampés/forgés"
"7419919100","Cu art,cast/mld/stamp/frg,but nfw,o/t anodes electpla,f us","Art en cuivre,coulés/moulés/estampés/forgés,non autr travaillés,pr fab prod CDN"
"7419919910","Castings, of copper, alloyed, nes","Pièces coulées, de cuivre, alliées, nda"
"7419919990","Other articles of copper, nfwt cast, moulded, stamped or f","Autres ouvrages en cuivre,coulés/moulés/estampés/forgés,non autr travaillés,nda"
"7419991000","Copper anodes, for electroplating, nes","Anodes en cuivre, utilisés en galvanoplastie, nda"
"7419992000","Caskets or coffins, of copper","Cercueils et bières en cuivre"
"7419999040","Brass plumbing goods, nes","Ouvrages de plomberie,en laiton,nda"
"7419999090","Other articles of copper, nes","Autres ouvrages en cuivre, nda"
"7501100000","Nickel mattes","Mattes de nickel"
"7501200000","Nickel oxide sinters and other intermediate products of ni","Sinters d'oxydes de nickel et prod intermédiaires de la métallurgie du nickel"
"7502100020","Nickel cathodes, unwrought, not alloyed","Cathodes en nickel non allié sous forme brute"
"7502100090","Nickel, unwrought, not alloyed, nes","Nickel, sous forme brute, non allié, nda"
"7502200010","Nickel ingots, unwrought, alloyed","Lingots de nickel allié sous forme brute"
"7502200091","Nickel-copper alloys, unwrought","Alliages nickel-cuivre sous forme brute"
"7502200099","Nickel alloys, unwrought, nes","Alliages de nickel sous forme brute,nda"
"7503000000","Nickel waste and scrap","Déchets et débris de nickel"
"7504000011","Nickel powders, containing by weight>=60% of nickel, not a","Poudres de nickel,contenant en poids>=60% de nickel,non alliées"
"7504000012","Nickel powders, containing by weight>=60% of nickel, alloy","Poudres de nickel,contenant en poids>=60% de nickel,en alliages"
"7504000020","Nickel powders, containing by weight <60% of nickel; nicke","Poudres de nickel, contenant en poids <60% de nickel; paillettes de nickel"
"7505110000","Bars, rods and profiles, nickel, not alloyed","Barres et profilés, en nickel non allié"
"7505120000","Bars, rods and profiles of nickel alloys","Barres et profilés, en alliages de nickel"
"7505210000","Wire of nickel, not alloyed","Fils, en nickel non allié"
"7505220000","Wire of nickel alloys","Fils, en alliages de nickel"
"7506101000","Foil, of nickel, not alloyed, worked, of a thickness <=0.1","Feuilles en nickel, non allié, ouvrées, d'une épaisseur <=0,15 mm"
"7506109010","Plates, sheets, strip and foil, of nickel, not alloyed, un","Tôles, bandes et feuilles, en nickel non allié, non ouvrées"
"7506109020","Plates, sheets, strip and foil, of nickel, not alloyed, wo","Tôles, bandes et feuilles, en nickel non allié, ouvrées, nda"
"7506201000","Foil thick <=0.15mm, unworked, containing by wt <60% of Ni","Feuil épais <=0,15mm, non ouvrées,cont<60% de nickel; ouvr,en alliages de nickel"
"7506209013","Plate,sheet,strip and foil, nickel-chromium-iron alloys,un","Tôles,bandes et feuilles en alliages nickel-chrome-fer,>=60% de nickel,n ouvrées"
"7506209019","Plates, sheets, strip and foil, unworked, containing by wt","Tôles, bandes et feuilles, non ouvrées, contentant >=60% de nickel, nda"
"7506209020","Other plates, sheets or strips of nickel alloys, nes","Autres tôles et bandes en alliages de nickel, nda"
"7506209090","Other foil of nickel alloys, nes","Autres feuilles en alliages de nickel, nda"
"7507110000","Tubes and pipes of nickel, not alloyed","Tubes et tuyaux, en nickel non allié"
"7507120012","Tubes and pipes, nickel-copper alloys, seamless, unwk, con","Tubes & tuyaux en alliages nickel-cuivre,sans soudure,n ouvr,cont>=60% de nickel"
"7507120013","Tubes and pipes,nickel-chromium-iron alloys,seamless,unwk,","Tubes & tuyaux en alliages nickel-chrome-fer,sans soudure,n ouvr,>=60% de nickel"
"7507120019","Tubes and pipes, seamless, unworked, containing by wt >=60","Tubes & tuyaux, sans soudure, non ouvrées, cont >=60% de nickel, nda"
"7507120090","Tubes and pipes of nickel alloys, nes","Tubes et tuyaux en alliages de nickel, nda"
"7507200000","Fittings, pipes and tubes, of nickel","Accessoires de tuyauterie,en nickel"
"7508100000","Cloth, grill and netting, of nickel wire","Toiles métalliques et grillages, en fils de nickel"
"7508901000","Nickel anodes for electro-plating","Anodes pour nickelage"
"7508909010","Bolts, nuts, washers and screws, of nickel","Boulons,écrous,rondelles et vis en nickel"
"7508909090","Other articles of nickel, nes","Autres ouvrages en nickel, nda"
"7601100010","Billets,blocks,pigs,etc,of alum,uwrt,not alloy;granules,f","Billettes,masses,etc,alum,forme brute,n allié;grenailles fab comps nettoy;grain"
"7601100020","Ingots, aluminum, unwrought, not alloyed","Lingots d'aluminium, sous forme brute, non allié"
"7601100030","Bars, notched, aluminum, unwrought, not alloyed","Barres entaillées en aluminium, sous forme brute, non allié"
"7601100090","Aluminum unwrought, not alloyed, nes","Aluminium, sous forme brute, non allié, nda"
"7601200011","Billets, blocks, ingots,etc,aluminum vanadium alloys,unwro","Billettes, masses, lingots,etc,alliages aluminium et vanadium,sous forme brute"
"7601200019","Aluminum vanadium alloys, unwrought, nes","Alliages d'aluminium et de vanadium, sous forme brute, nda"
"7601200021","Remelt scrap ingot,aluminum alloys, unwrought","Déchets de lingots refondus d'alliages d'aluminium sous forme brute"
"7601200029","Ingots,aluminum alloys, unwrought, nes","Lingots d'alliages d'aluminium sous forme brute, nda"
"7601200030","Grain, aluminum alloys, unwrought, nes","Grains d'alliages d'aluminium sous forme brute, nda"
"7601200090","Aluminum alloys, unwrought, nes","Alliages d'aluminium, sous forme brute, nda"
"7602000010","Beverage container scrap,aluminum","Déchets et débris de récipients à boissons en aluminium"
"7602000090","Waste and scrap, aluminum, nes","Déchets et débris d'aluminium,nda"
"7603100000","Powders, aluminum, of non-lamellar structure","Poudres d'aluminium,structure non lamellaire"
"7603200000","Powders, aluminium, of lamellar structure, including flake","Poudres d'aluminium à structure lamellaire, y compris les paillettes"
"7604100010","Bars & rods, aluminum, not alloyed, maximum cross-sectiona","Barres en aluminium non allié, plus grande section transversale >12,7mm"
"7604100020","Bars & rods, aluminum, not alloyed, max cross-sectional di","Barres en aluminium non allié, plus grande section transversale <=12,7mm"
"7604100030","Profiles, aluminum, not alloyed","Profilés en aluminium non allié"
"7604210010","Profiles,hollow,aluminum,alloyed,unworked","Profilés creux en alliages d'aluminium,non ouvrés"
"7604210090","Profiles, hollow, aluminum alloys, nes","Profilés creux en alliages d'aluminium, nda"
"7604290011","Bars & rods, of aluminum alloys, having a round cross-sect","Barres en alliages d'aluminium, section transversale ronde >12,7mm"
"7604290019","Bars & rods, of aluminum alloys, max cross sectional-dimen","Barres en alliages d'aluminium, plus grande section transversale >12,7mm, nda"
"7604290021","Bars & rods, of aluminum alloys, having a round cross-sect","Barres en alliages d'aluminium, section transversale ronde <=12,7mm"
"7604290029","Bars & rods, of aluminum alloys, max cross-sectional dimen","Barres en alliages d'aluminium, plus grande section transversale <=12,7mm, nda"
"7604290030","Profiles, of aluminum alloys, nes","Profilés en alliages d'aluminium, nda"
"7605110000","Wire, aluminum, not alloyed, with a maximum cross- section","Fils en aluminium non allié, plus grande dimension section transversale >7mm"
"7605190000","Wire,aluminum,not alloyed,with maximum cross-sectional dim","Fils en aluminium non allié, plus grande dimension de section transversale<=7mm"
"7605210010","Wire, aluminum alloys, maximum cross-sectional dimension >","Fils en alliage d'aluminium, plus grande section transversale >7mm mais<=12,7mm"
"7605210020","Wire, aluminum alloys, maximum cross-sectional dimension >","Fils en alliages d'aluminium, plus grande section transversale >12,7mm"
"7605290000","Wire, aluminium alloys, nes","Fils en alliage d'aluminium, nda"
"7606110011","Plates,sheets&strip,aluminum not alloyed,>0.2mm thk,rect/s","Tôles&bandes,aluminium non allié,épais>0,2mm, rctg/carrées,enroulées,revêtues"
"7606110019","Plate,sheet/strip,aluminum,not alloyed,>0.2mm thk,rect/sq,","Tôles& bandes,aluminium non allié, épais>0,2mm, rctg/carrées, enro,non rev,nda"
"7606110021","Plate,sheet/strip,aluminum,not alloyed,>0.2mm thk,rect/sq,","Tôle&bandes,aluminium non allié,épais>0,2mm, rctg/carrées,n enroulées,revêtues"
"7606110029","Plate,sheet/strip,aluminum,not alloyed,>0.2mm thk,rect/squ","Tôles& bandes,aluminium non allié, épais>0,2mm, rctg/carrées, non enro/rev, nda"
"7606120010","Sheet/strip,coated,aluminum alloys,>0.2mm thk,rect/sq,f pa","Bd/feuil,alli d'alum,enduit,épais>0.2mm, rctg/carrées,pr emb prod de pêche,etc"
"7606120021","Plate,sheet&strip,aluminum alloy,rect/sq,in coils,not clad","Tôles&bandes,alliages d'alum,rctg/carrées,enroulées,non revêtues,épais>0,2mm<7mm"
"7606120022","Plate,sheet&strip,aluminum alloys,rectangular/sq,in coils,","Tôles&bandes,alliages d'aluminium,rctg/carrées, enroulées,n revêtues,épais >=7mm"
"7606120023","Plate, sheet&strip, aluminum alloys, rectangular/sq,in coi","Tôles&bandes,alliages d'aluminium, rctg/carrées, enroulées, revêtues,épais>0.2mm"
"7606120031","Plate,sheet&strip,aluminum alloy,rect/square,nic,not clad,","Tôles&bandes,alliages d'alum,rctg/carrées,n enroulées,n revêtues,épais>0,2mm<7mm"
"7606120032","Plate,sheet&strip,aluminum alloys, rectangular/sq, nic, no","Tôle&bande,alliages d'aluminium,rctg/carrées, n enroulées,n revêtues,épais >=7mm"
"7606120033","Plate,sheet/strip,aluminum alloy, rect/square, not in coil","Tôles&bandes,alliages d'aluminium,rctg/carrées,n enroulées,revêtues,épais>0.2mm"
"7606910010","Circles or discs, aluminum, not alloyed, unworked, >0.2 mm","Cercles ou disques, en aluminium, non alliés, non ouvrés, épais >0,2 mm"
"7606910090","Plate, sheet/strip, aluminum, not alloyed, >0.2 mm thick,","Tôles et bandes en aluminium non allié, épais >0,2 mm, nda"
"7606920000","Plate, sheet or strip, aluminium alloy, exceeding 0.2 mm t","Tôles et bandes en alliages d'aluminium épaisseur excédant 0,2 mm, nda"
